,chembl_id,smiles,rdkitmol,MACCS_fps,MACCS_ts,Morgan_fps,Morgan_ts,ShapeSimilarity,molecular_weight,n_hba,n_hbd,logp,TPSA,ro5_fulfilled
117,CHEMBL474619, COC1=C(C=CC(O)=C1)C1=CC=C2C(NN=C2C2=NC3=C(C=CC=C3N2)N2CCN(C)CC2)=C1,<rdkit.Chem.rdchem.Mol object at 0x12c915d90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8954d0>,0.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6e570>,0.10784313725490197,0.5646025475570137,454.21172407200004,6,3,4.239200000000003,93.29999999999998,True
118,CHEMBL485955, CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(C)=O)C1=NC(=CN1)C1=C(Cl)C=CC=C1,<rdkit.Chem.rdchem.Mol object at 0x12c915e00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c895540>,0.4583333333333333,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6e650>,0.14432989690721648,0.43959705098283525,444.22920397600006,4,2,4.7687000000000035,78.09,True
123,CHEMBL369322, CC(C)C1=C2N(C=C1OCCCN1CCCCC1)N=CN=C2NC1=CC=C(C)C(O)=C1,<rdkit.Chem.rdchem.Mol object at 0x12c916030>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c895770>,0.49473684210526314,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6eab0>,0.15789473684210525,0.5179015540419638,423.26342529600004,7,2,4.865120000000005,74.92,True
124,CHEMBL235824, [H][C@]1(CN(C)CC2=CC(OCCCN3CCC(F)CC3)=CC=C12)C1=CC=C(OC)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c9160a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8957e0>,0.43820224719101125,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6eb90>,0.23170731707317074,0.4607984783155678,412.25260651599996,4,0,4.475300000000004,24.94,True
127,CHEMBL191711, OC1=CC=CC(=C1)N1CCC2=CC(O)=CC=C2C1C1=CC=C(C=C1)N1CCN(CC2CC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x12c9161f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c895930>,0.4318181818181818,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6ee30>,0.08602150537634409,0.4537947423156766,455.2572772960001,5,2,4.781900000000006,50.18000000000001,True
128,CHEMBL391669, OC1=CC=CC(=C1)C1CN2CCCC2C2=CC(OCCCN3CCCCC3)=CC=C12,<rdkit.Chem.rdchem.Mol object at 0x12c916260>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8959a0>,0.4418604651162791,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6ef10>,0.15555555555555556,0.4903293688899603,406.26202832800004,4,1,4.929400000000005,35.940000000000005,True
129,CHEMBL2333732, OC1=CC=C(C=C1)N1CCN(CC2=CN(N=C2)C2=CC=C(Cl)C=C2)CC1,<rdkit.Chem.rdchem.Mol object at 0x12c9162d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c895a10>,0.3617021276595745,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6eff0>,0.08333333333333333,0.5286868039955325,368.14038897200004,5,1,3.5535000000000023,44.53,True
131,CHEMBL1774068, FC1=C(Cl)C(=CC=C1)N1CCN(CCCCOC2=NC3=C(CCC(=O)N3)C=C2)CC1,<rdkit.Chem.rdchem.Mol object at 0x12c9163b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c895af0>,0.44329896907216493,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6f1b0>,0.1134020618556701,0.5308476227752761,432.172831972,5,1,3.740000000000002,57.7,True
132,CHEMBL2332069, COC1=CC=CC(CN(CCN2CCCC2)C(=O)NC2=CC=C(C=C2)C2=CNN=C2)=C1,<rdkit.Chem.rdchem.Mol object at 0x12c916420>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c895b60>,0.4574468085106383,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6f290>,0.12121212121212122,0.4475093245122591,419.23212516800004,4,2,4.215200000000003,73.49000000000001,True
133,CHEMBL250122, COC1=CC=C2C(C)=CC(N[C@H]3CCC[C@@H](C3)NCC3=NC=CN=C3)=NC2=C1,<rdkit.Chem.rdchem.Mol object at 0x12c916490>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c895bd0>,0.4111111111111111,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6f370>,0.11458333333333333,0.4872914663404775,377.22156048400007,6,2,3.854720000000003,71.96000000000001,True
136,CHEMBL1922226, COC1=CC=C(C=C1)C(=O)NC1=C(NC(=O)C2=CC=C(C=C2)N2CCCN(C)CC2)C=CC=C1,<rdkit.Chem.rdchem.Mol object at 0x12c9165e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c895d20>,0.4673913043478261,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6f610>,0.14457831325301204,0.4937953796877152,458.23179082000007,5,2,4.341700000000004,73.91,True
139,CHEMBL583843, COC1=C(OC2=C(CN3CCC4(CC3)CCN(CC4)C(=O)C3=CC=CNC3=O)C=CC=C2)C=CC=C1,<rdkit.Chem.rdchem.Mol object at 0x12c916730>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c895e70>,0.45652173913043476,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6f8b0>,0.09375,0.41465640093080025,487.247106536,5,1,4.694200000000004,74.87,True
140,CHEMBL519892, CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(C)=O)C1=NC(=CN1)C1=CC=CC=C1,<rdkit.Chem.rdchem.Mol object at 0x12c9167a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c895ee0>,0.45652173913043476,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6f990>,0.1368421052631579,0.6576833765624002,410.26817632800004,4,2,4.115300000000003,78.09,True
144,CHEMBL1258087, CC1=CC2=C(C=C1OCCCCN1CCN(CC1)C1=C3C=CC(F)=CC3=CC=C1)C(=O)NC2,<rdkit.Chem.rdchem.Mol object at 0x12c916960>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8960a0>,0.4946236559139785,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6fd10>,0.12,0.39216549595069433,447.23220541999996,4,1,4.5119200000000035,44.81,True
145,CHEMBL1914853, CC(=O)NC1CC2=CC=C(C=C2C1)C(=O)CCCN1CCC(CC1)C1=CC=C(Cl)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c9169d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896110>,0.4065934065934066,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6fdf0>,0.15384615384615385,0.3999892236453455,438.207405912,3,1,4.7858000000000045,49.410000000000004,True
146,CHEMBL375803, [H][C@@]12CN(CC3=CC=C(O)C=C3)CCN1C[C@H](C)[C@@](C)(C2)C1=CC(O)=CC=C1,<rdkit.Chem.rdchem.Mol object at 0x12c916a40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896180>,0.45977011494252873,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df6fed0>,0.11235955056179775,0.3747989483206842,366.23072819999993,4,2,3.5817000000000023,46.94,True
147,CHEMBL218909, [H][C@@]12CN(CC3=CC(O)=CC=C3)CCN1C[C@H](C)[C@@](C)(C2)C1=CC(O)=CC=C1,<rdkit.Chem.rdchem.Mol object at 0x12c916ab0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8961f0>,0.47126436781609193,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df70040>,0.10112359550561797,0.5389624030638311,366.23072819999993,4,2,3.5817000000000023,46.94,True
148,CHEMBL472488, [H][C@@]12CC[C@@](C)([C@@H](C1)NC1CCN(CC3=CC=CC(OC)=C3)CC1)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x12c916b20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896260>,0.4772727272727273,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df70120>,0.12222222222222222,0.5648551203453281,356.28276377199995,3,1,4.464000000000004,24.5,True
152,CHEMBL238751, OC1=CC=C(C=C1)C1CN2CCCC2C2=CC(OCCCN3CCCCC3)=CC=C12,<rdkit.Chem.rdchem.Mol object at 0x12c916ce0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896420>,0.4418604651162791,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df704a0>,0.1590909090909091,0.5949993705631713,406.26202832800004,4,1,4.929400000000005,35.940000000000005,True
155,CHEMBL3235735, NC(=O)[C@@H]1CCCN1C(=O)CCCCCN1CCN(CC1)C1=CC=CC=C1F,<rdkit.Chem.rdchem.Mol object at 0x12c916e30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896570>,0.41304347826086957,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df70740>,0.12222222222222222,0.3589380010215521,390.243104452,4,1,1.9843999999999993,69.88,True
156,CHEMBL235155, NC(=O)C1=CN=C(OC2=CC3=C(CN(CC4=CC=CC=C4)CC3)C=C2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c916ea0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8965e0>,0.4157303370786517,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df70820>,0.11956521739130435,0.37162336045592526,359.163376912,4,1,3.531100000000003,68.45,True
163,CHEMBL3235728, CSC1=CC=CC=C1N1CCN(CCCCCCC(=O)N2CCC[C@H]2C(N)=O)CC1,<rdkit.Chem.rdchem.Mol object at 0x12c9171b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8968f0>,0.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df70e40>,0.13043478260869565,0.5490578740120049,432.255897392,5,1,2.9573,69.88,True
168,CHEMBL2010828, COC1=CC=C(\C=C(/C)CN(CCC2CCCN2C)C(=O)C2=CC(OC)=C(OC)C=C2)C(F)=C1,<rdkit.Chem.rdchem.Mol object at 0x12c9173e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896b20>,0.422680412371134,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df712a0>,0.13861386138613863,0.5207500956671731,470.25808581999996,5,0,4.881500000000005,51.24000000000001,True
169,CHEMBL147071, COC1=CC=C(NC(=O)C2=CC=C(C=C2)C2=C(C)C=C(C=C2)C(N)=O)C=C1N1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x12c917450>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896b90>,0.4782608695652174,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df71380>,0.15384615384615385,0.572452694717494,458.23179082000007,5,2,3.773620000000002,87.89999999999998,True
170,CHEMBL3116280, COC1=CC=C(COC2=NN(CCN(C(C)C)C(C)C)C3=CC=CC=C23)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c9174c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896c00>,0.44565217391304346,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df71460>,0.11494252873563218,0.5726213213661683,381.241627232,5,0,4.742700000000005,39.52,True
171,CHEMBL386162, COC1=CC=C(CC(C)C(=O)N2CCN(CC2)C2=CC=C(Cl)C=C2[C@@H](N)CC(C)C)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c917530>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896c70>,0.4479166666666667,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df71540>,0.1276595744680851,0.6387065443532461,457.249605072,4,1,4.921900000000004,58.8,True
172,CHEMBL2158724, COC1=CC=C(C=C1)N1CCN(CCC(OC(N)=O)C2=CC=CC=C2)CC1,<rdkit.Chem.rdchem.Mol object at 0x12c9175a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896ce0>,0.4666666666666667,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df71620>,0.1566265060240964,0.49420733307284015,369.205241724,5,1,3.0439000000000016,68.03,True
173,CHEMBL3218884, COC1=CC=C(C=C1)N1C=C2N=C(N(CC3CCCN(C3)C(C)C)C(=O)C2=N1)C1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x12c917610>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896d50>,0.4845360824742268,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df71700>,0.10476190476190476,0.39355127481044655,471.26342529600004,7,0,4.686620000000004,65.18,True
175,CHEMBL217182, COC1=CC2=C(CC(CC2)N(CCCN2CCN(C)CC2)C(=O)NC2=CC=C(F)C(Cl)=C2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c9176f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896e30>,0.46875,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df718c0>,0.1836734693877551,0.6475223918136884,488.235432228,4,1,4.516600000000004,48.050000000000004,True
176,CHEMBL221453, COC1=CC2=C(C=C1)C(CCC2)NC(=O)CCCN1CCN(CC1)C1=C(OC)C=CC=C1,<rdkit.Chem.rdchem.Mol object at 0x12c917760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896ea0>,0.4945054945054945,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df719a0>,0.18085106382978725,0.6396491532125191,437.26784198,5,1,3.799800000000003,54.040000000000006,True
177,CHEMBL3104342, COC1=CC(=CC=C1)C1=CC=C(C=C1)[C@@H]1C[C@H]1NCC(=O)N1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x12c9177d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c896f10>,0.4835164835164835,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df71a80>,0.1724137931034483,0.5898606393003952,379.22597716800004,4,1,2.5817000000000005,44.81,True
181,CHEMBL520526, CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(C)=O)C1=NC(=CN1)C1=CC=C(Cl)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c917990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8970d0>,0.4375,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df71e00>,0.14583333333333334,0.4014542874894191,444.22920397600006,4,2,4.7687000000000035,78.09,True
182,CHEMBL485723, CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(C)=O)C1=NC(=CN1)C1=CC=C(Br)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c917a00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897140>,0.4375,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df71ee0>,0.13402061855670103,0.42780526690781356,488.1786883960001,4,2,4.877800000000004,78.09,True
183,CHEMBL487975, CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(C)=O)C1=NC(=CN1)C1=CC(Cl)=CC=C1,<rdkit.Chem.rdchem.Mol object at 0x12c917a70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8971b0>,0.4375,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df71fc0>,0.15306122448979592,0.6029894953735152,444.22920397600006,4,2,4.7687000000000035,78.09,True
184,CHEMBL2332059, CN(C)CCC(NC(=O)NC1=CC=C(C=C1)C1=CNN=C1)C1=CC=CC=C1,<rdkit.Chem.rdchem.Mol object at 0x12c917ae0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897220>,0.39361702127659576,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df720a0>,0.08695652173913043,0.39875135803513123,363.20591042,3,3,3.891200000000002,73.05000000000001,True
188,CHEMBL1257971, CC1=CC2=C(C=C1OCCCCN1CCN(CC1)C1=C3C(F)=CC=CC3=CC=C1)C(=O)NC2,<rdkit.Chem.rdchem.Mol object at 0x12c917ca0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8973e0>,0.4946236559139785,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df72420>,0.12244897959183673,0.48030568433494536,447.23220541999996,4,1,4.5119200000000035,44.81,True
189,CHEMBL211084, CC1=C2C=C(C=CC2=NN1)C1=CN=CC(OCC[C@@H](N)CC2=CC=CC=C2)=C1,<rdkit.Chem.rdchem.Mol object at 0x12c917d10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897450>,0.4157303370786517,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df72500>,0.09574468085106383,0.37420232770922035,372.195011388,4,2,4.272220000000003,76.82,True
190,CHEMBL76914, CC1=C(N2CC(CCN3CCN(CC3)C3=NC=CC=C3)OC3=C2C1=CC=C3)C1=CC=C(O)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c917d80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8974c0>,0.44565217391304346,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df725e0>,0.08737864077669903,0.4140220209374429,454.2368761999999,6,1,4.690620000000005,53.760000000000005,True
191,CHEMBL2112473, CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)C1=CC(O)=CC=C1)NC[C@H]1CC2=C(CN1)C=C(O)C=C2,<rdkit.Chem.rdchem.Mol object at 0x12c917df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897530>,0.4945054945054945,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df726c0>,0.09615384615384616,0.4821439259130952,451.31987755200004,5,4,4.0260000000000025,67.76,True
194,CHEMBL3092827, CC(=O)NC1=CC=C(OC2=CC=C3CCN(CCC3=C2)C2CCC2)N=C1,<rdkit.Chem.rdchem.Mol object at 0x12c917f40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897680>,0.40217391304347827,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df72960>,0.12087912087912088,0.5288709339917249,351.19467704000004,4,1,3.7854000000000028,54.46,True
195,CHEMBL214907, [H][C@]12C[C@]1(CC[C@H]2N(CCCN1CCN(C)CC1)C(=O)NC1=CC=C(F)C(Cl)=C1)C1=CC=C(N)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c918040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8976f0>,0.4329896907216495,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df72a40>,0.1568627450980392,0.554542537260575,499.25141664000006,4,2,4.653000000000003,64.84,True
199,CHEMBL563435, [H]C12CCC(CN(C)CCN3CCN(C3=O)C3=CC=CC(OC)=C3)(CC1)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x12c918200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c8978b0>,0.4891304347826087,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df72dc0>,0.14130434782608695,0.5344565950041954,385.27292736,3,0,4.0854000000000035,36.019999999999996,True
205,CHEMBL1087452, O=C1NC2=CC=CC(N3CCN(CCOC4=CC5=C(CCC(=O)N5)C=C4)CC3)=C2O1,<rdkit.Chem.rdchem.Mol object at 0x12c9184a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897b50>,0.5104166666666666,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df73300>,0.10309278350515463,0.5220146015716033,408.17975524799994,6,2,2.2067999999999994,90.81000000000002,True
207,CHEMBL249240, NCCCC1=CC2=C(C(=O)NC=C2C2=CC=CC=C2)C2=CC(=CC=C12)C1=CNN=C1,<rdkit.Chem.rdchem.Mol object at 0x12c918580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897c30>,0.36666666666666664,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df734c0>,0.08421052631578947,0.506944761829578,394.179361324,3,3,4.629700000000003,87.56,True
208,CHEMBL250033, NCCCC1=CC2=C(C(=O)NC=C2C2=CC=C(F)C=C2)C2=CC(=CC=C12)C1=CNN=C1,<rdkit.Chem.rdchem.Mol object at 0x12c9185f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897ca0>,0.35106382978723405,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df735a0>,0.08333333333333333,0.5234628070225408,412.16993951200004,3,3,4.768800000000003,87.56,True
209,CHEMBL397148, NC(=O)C1=CN=C(OC2=CC=C3CN(CCC4=CC=CC=C4)CCC3=C2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c918660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897d10>,0.4157303370786517,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df73680>,0.11702127659574468,0.39753211463571037,373.179026976,4,1,3.5736000000000026,68.45,True
210,CHEMBL366300, NC(=O)C1=CC2=CC(=CC=C2N1)N1CCN(CCCCC2=CNC3=CC=C(C=C23)C#N)CC1,<rdkit.Chem.rdchem.Mol object at 0x12c9186d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897d80>,0.391304347826087,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df73760>,0.09803921568627451,0.536576165360383,440.23245951600006,4,3,3.764680000000003,104.94,True
211,CHEMBL161792, ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4C=CC(=O)NC4=C3)CC2)=C1Cl,<rdkit.Chem.rdchem.Mol object at 0x12c918740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897df0>,0.43617021276595747,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df73840>,0.13333333333333333,0.48947968674372816,445.13238240000004,4,1,4.816100000000004,48.57,True
214,CHEMBL1923729, C[C@@H]1CCCN1CCCOC1=CC=C(C=C1)C1=CN(C)C(=O)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c918890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c897f40>,0.4943820224719101,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df73ae0>,0.175,0.4971607741212441,326.19942807199993,4,0,3.305500000000002,34.47,True
218,CHEMBL2158227, CS(=O)(=O)CCN1CCC(CC1)C1=CC(C2=CCCCC2)=C(NC(=O)C2=NC=C(N2)C#N)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c918a50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c948190>,0.5773195876288659,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df73e60>,0.1523809523809524,0.4197089316576439,481.2147608520001,6,2,3.715080000000002,118.94999999999999,True
220,CHEMBL400297, COC1=CC=C2N=C(NCC3CCCN(CC4=CSC=C4)C3)C=C(C)C2=C1,<rdkit.Chem.rdchem.Mol object at 0x12c918b30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c948270>,0.4666666666666667,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df740b0>,0.1326530612244898,0.323268473853186,381.187483484,5,1,4.937420000000005,37.39,True
225,CHEMBL238506, COC1=CC=C(C=C1)N1CCN(CC1)[C@@H]1CN[C@@H](C1)C(=O)N1CCSC1,<rdkit.Chem.rdchem.Mol object at 0x12c918d60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c9484a0>,0.45161290322580644,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df74510>,0.10989010989010989,0.47713064753536044,376.19329713599996,6,1,1.0806000000000004,48.050000000000004,True
226,CHEMBL2442995, COC1=CC=C(C=C1)C1=C(C=CC=C1)N1CCN(CCCCCC(=O)NCC2=CC=CN=C2)CC1,<rdkit.Chem.rdchem.Mol object at 0x12c918dd0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c948510>,0.45652173913043476,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df745f0>,0.13131313131313133,0.6241530800431129,472.283826392,5,1,4.756000000000004,57.7,True
228,CHEMBL296394, COC(=O)C1C2CCC(CC1C1=CC=C(C=C1)C1=CC=C(OC)C=C1)N2C,<rdkit.Chem.rdchem.Mol object at 0x12c918eb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c9485f0>,0.38202247191011235,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df747b0>,0.13253012048192772,0.45056715228523786,365.199093724,4,0,4.101500000000003,38.77,True
229,CHEMBL212405, CN[C@H](CN(C)[C@H](CNCC1=CC=CC=C1)CC1=CC=C(O)C=C1)CC1=CC=C(O)C=C1,<rdkit.Chem.rdchem.Mol object at 0x12c918f20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c948660>,0.3953488372093023,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df74890>,0.056818181818181816,0.5031806754551514,433.27292736,5,4,3.561200000000003,67.76,True
230,CHEMBL1813589, CN1CN(C2=CC=CC=C2)C2(CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x12c918f90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c9486d0>,0.5473684210526316,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df74970>,0.12371134020618557,0.6069535034987269,462.26309094799996,5,1,3.501000000000002,65.12,True
233,CHEMBL1916890, CN(C)C\C=C\C(=O)N(C)C1=CC=C2N=C(NC3=C(C)C(O)=CC=C3)C3=CN=CN3C2=C1,<rdkit.Chem.rdchem.Mol object at 0x12c9190e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c948820>,0.3917525773195876,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df74c10>,0.08737864077669903,0.37419952701277476,430.21172407200004,7,2,3.720720000000002,86.0,True
239,CHEMBL382833, CCN(CC)CCCC(C)NC(=N)NC(=O)C1=CC=CC(F)=C1CCC1=CC(OC)=CC(OC)=C1,<rdkit.Chem.rdchem.Mol object at 0x12c919380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c948ac0>,0.42424242424242425,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df75150>,0.1326530612244898,0.4013794935951563,486.300619328,5,3,4.392770000000002,86.68,True
243,CHEMBL237716, CCCCCCN1CCCC2=CC(OC3=NC=C(C=C3)C(N)=O)=CC=C2C1,<rdkit.Chem.rdchem.Mol object at 0x12c919540>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12c948c80>,0.4666666666666667,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x12df754d0>,0.15053763440860216,0.5150124485204213,367.225977168,4,1,4.301300000000003,68.44999999999999,True
